id,outcome,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8
math-01415,success,lcm,(none),(none),(none),(none),(none),(none),(none)
math-01416,fail,Rational,latex,(none),(none),(none),(none),(none),(none)
math-01417,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01418,success,factorial,factorial,(none),(none),(none),(none),(none),(none)
math-01419,success,count,(none),(none),(none),(none),(none),(none),(none)
math-01420,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01421,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01422,success,symbols,python_interpreter,limit_denominator,limit_denominator,(none),(none),(none),(none)
math-01423,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01424,success,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01425,success,lcm,(none),(none),(none),(none),(none),(none),(none)
math-01426,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01427,success,Abs,(none),(none),(none),(none),(none),(none),(none)
math-01428,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01429,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01430,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01431,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01432,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01433,fail,f,gcd,(none),(none),(none),(none),(none),(none)
math-01434,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01435,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01436,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01437,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01438,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01439,success,number_of_divisors,(none),(none),(none),(none),(none),(none),(none)
math-01440,success,ceil,(none),(none),(none),(none),(none),(none),(none)
math-01441,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01442,success,ceil,(none),(none),(none),(none),(none),(none),(none)
math-01443,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01444,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01445,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01446,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01447,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01448,success,append,(none),(none),(none),(none),(none),(none),(none)
math-01449,success,python_interpreter,python_interpreter,python_interpreter,(none),(none),(none),(none),(none)
math-01450,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01451,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01452,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01453,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01454,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01455,success,append,(none),(none),(none),(none),(none),(none),(none)
math-01456,success,append,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01457,success,sum_of_proper_divisors,(none),(none),(none),(none),(none),(none),(none)
math-01458,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01459,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01460,fail,is_integer,limit_denominator,gcd,(none),(none),(none),(none),(none)
math-01461,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01462,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01463,success,permutations,(none),(none),(none),(none),(none),(none),(none)
math-01464,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01465,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01466,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01467,success,is,(none),(none),(none),(none),(none),(none),(none)
math-01468,fail,symbols,symbols,symbols,symbols,symbols,(none),(none),(none)
math-01469,success,mod_inverse,(none),(none),(none),(none),(none),(none),(none)
math-01470,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01471,success,permutations,(none),(none),(none),(none),(none),(none),(none)
math-01472,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01473,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01474,success,symbols,Rational,(none),(none),(none),(none),(none),(none)
math-01475,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01476,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01477,fail,symbols,symbols,symbols,symbols,symbols,(none),(none),(none)
math-01478,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01479,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01480,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01481,success,ceil,(none),(none),(none),(none),(none),(none),(none)
math-01482,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01483,fail,combinations,Fraction,gcd,(none),(none),(none),(none),(none)
math-01484,partial,Rational,nsimplify,(none),(none),(none),(none),(none),(none)
math-01485,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01486,success,python_interpreter,python_interpreter,python_interpreter,(none),(none),(none),(none),(none)
math-01487,success,highest_power,(none),(none),(none),(none),(none),(none),(none)
math-01488,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01489,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01490,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01491,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01492,fail,symbols,latex,(none),(none),(none),(none),(none),(none)
math-01493,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01494,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01495,success,cap,(none),(none),(none),(none),(none),(none),(none)
math-01496,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01497,success,python_interpreter,limit_denominator,gcd,(none),(none),(none),(none),(none)
math-01498,success,append,limit_denominator,limit_denominator,(none),(none),(none),(none),(none)
math-01499,partial,array,sqrt,(none),(none),(none),(none),(none),(none)
math-01500,success,mod_inverse,(none),(none),(none),(none),(none),(none),(none)
math-01501,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01502,fail,Rational,Rational,Rational,Rational,Rational,(none),(none),(none)
math-01503,success,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01504,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01505,success,find_primes_with_units_digit_7,(none),(none),(none),(none),(none),(none),(none)
math-01506,success,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01507,success,sqrt,sqrt,(none),(none),(none),(none),(none),(none)
math-01508,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01509,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01510,success,find_gcd,(none),(none),(none),(none),(none),(none),(none)
math-01511,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01512,success,comb,limit_denominator,(none),(none),(none),(none),(none),(none)
math-01513,partial,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01514,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01515,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01516,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01517,success,symbols,expand,(none),(none),(none),(none),(none),(none)
math-01518,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01519,success,python_interpreter,count_numbers_with_digit_sum,(none),(none),(none),(none),(none),(none)
math-01520,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01521,partial,append,(none),(none),(none),(none),(none),(none),(none)
math-01522,success,symbols,extend,extend,extend,(none),(none),(none),(none)
math-01523,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01524,fail,symbols,symbols,symbols,symbols,symbols,(none),(none),(none)
math-01525,success,simplify,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01526,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01527,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01528,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01529,fail,symbols,simplify,subs,subs,subs,(none),(none),(none)
math-01530,success,count,(none),(none),(none),(none),(none),(none),(none)
math-01531,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01532,success,floor,(none),(none),(none),(none),(none),(none),(none)
math-01533,partial,symbols,solveset,(none),(none),(none),(none),(none),(none)
math-01534,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01535,success,count_non_factorial_tails,(none),(none),(none),(none),(none),(none),(none)
math-01536,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01537,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01538,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01539,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01540,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01541,success,apples,(none),(none),(none),(none),(none),(none),(none)
math-01542,success,symbols,simplify,(none),(none),(none),(none),(none),(none)
math-01543,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01544,success,primerange,(none),(none),(none),(none),(none),(none),(none)
math-01545,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01546,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01547,success,pascals_triangle,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01548,success,symbols,Eq,Eq,python_interpreter,(none),(none),(none),(none)
math-01549,partial,comb,(none),(none),(none),(none),(none),(none),(none)
math-01550,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01551,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01552,success,sqrt,sqrt,(none),(none),(none),(none),(none),(none)
math-01553,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01554,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01555,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01556,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01557,success,symbols,f,(none),(none),(none),(none),(none),(none)
math-01558,partial,python_interpreter,python_interpreter,python_interpreter,(none),(none),(none),(none),(none)
math-01559,success,symbols,evalf,(none),(none),(none),(none),(none),(none)
math-01560,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01561,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01562,partial,comb,(none),(none),(none),(none),(none),(none),(none)
math-01563,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01564,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01565,success,count,(none),(none),(none),(none),(none),(none),(none)
math-01566,fail,primes,limit_denominator,limit_denominator,(none),(none),(none),(none),(none)
math-01567,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01568,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01569,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01570,partial,fibonacci,(none),(none),(none),(none),(none),(none),(none)
math-01571,success,Rational,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01572,partial,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01573,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01574,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01575,success,factorint,gcd,(none),(none),(none),(none),(none),(none)
math-01576,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01577,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01578,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01579,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01580,partial,cup,(none),(none),(none),(none),(none),(none),(none)
math-01581,success,spacy_subsets,(none),(none),(none),(none),(none),(none),(none)
math-01582,success,sum_of_proper_divisors,(none),(none),(none),(none),(none),(none),(none)
math-01583,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01584,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01585,partial,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01586,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01587,success,append,(none),(none),(none),(none),(none),(none),(none)
math-01588,success,symbols,Interval,(none),(none),(none),(none),(none),(none)
math-01589,success,append,(none),(none),(none),(none),(none),(none),(none)
math-01590,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01591,success,Point,(none),(none),(none),(none),(none),(none),(none)
math-01592,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01593,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01594,partial,simplify,(none),(none),(none),(none),(none),(none),(none)
math-01595,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01596,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01597,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01598,partial,symbols,solve,(none),(none),(none),(none),(none),(none)
math-01599,partial,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01600,partial,symbols,solve,subs,(none),(none),(none),(none),(none)
math-01601,success,simplify,arg,simplify,(none),(none),(none),(none),(none)
math-01602,success,p,(none),(none),(none),(none),(none),(none),(none)
math-01603,success,symbols,simplify,(none),(none),(none),(none),(none),(none)
math-01604,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01605,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01606,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01607,success,extended_gcd,(none),(none),(none),(none),(none),(none),(none)
math-01608,success,mod_inverse,(none),(none),(none),(none),(none),(none),(none)
math-01609,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01610,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01611,fail,symbols,symbols,symbols,(none),(none),(none),(none),(none)
math-01612,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01613,partial,symbols,simplify,solve,subs,(none),(none),(none),(none)
math-01614,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01615,success,are,(none),(none),(none),(none),(none),(none),(none)
math-01616,success,factorint,(none),(none),(none),(none),(none),(none),(none)
math-01617,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01618,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01619,fail,reduce,python_interpreter,limit_denominator,limit_denominator,(none),(none),(none),(none)
math-01620,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01621,success,count_ways,gcd,(none),(none),(none),(none),(none),(none)
math-01622,partial,symbols,symbols,symbols,(none),(none),(none),(none),(none)
math-01623,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01624,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01625,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01626,partial,symbols,solve,(none),(none),(none),(none),(none),(none)
math-01627,success,symbols,tan,(none),(none),(none),(none),(none),(none)
math-01628,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01629,partial,comb,(none),(none),(none),(none),(none),(none),(none)
math-01630,success,sqrt,sqrt,(none),(none),(none),(none),(none),(none)
math-01631,success,symbols,sqrt,(none),(none),(none),(none),(none),(none)
math-01632,success,symbols,subs,(none),(none),(none),(none),(none),(none)
math-01633,success,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01634,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01635,success,simplify,(none),(none),(none),(none),(none),(none),(none)
math-01636,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01637,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01638,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01639,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01640,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01641,success,mod_inverse,(none),(none),(none),(none),(none),(none),(none)
math-01642,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01643,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01644,success,symbols,is_integer,is_integer,python_interpreter,(none),(none),(none),(none)
math-01645,success,floor,ceil,floor,(none),(none),(none),(none),(none)
math-01646,success,floor,(none),(none),(none),(none),(none),(none),(none)
math-01647,success,symbols,is_integer,(none),(none),(none),(none),(none),(none)
math-01648,fail,combinations,combinations,combinations,combinations,combinations,(none),(none),(none)
math-01649,success,mod_inverse,python_interpreter,python_interpreter,(none),(none),(none),(none),(none)
math-01650,success,symbols,mod_inverse,(none),(none),(none),(none),(none),(none)
math-01651,success,append,(none),(none),(none),(none),(none),(none),(none)
math-01652,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01653,success,asin,(none),(none),(none),(none),(none),(none),(none)
math-01654,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01655,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01656,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01657,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01658,success,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01659,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01660,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01661,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01662,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01663,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01664,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01665,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01666,success,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01667,success,combinations,(none),(none),(none),(none),(none),(none),(none)
math-01668,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01669,fail,f,latex,(none),(none),(none),(none),(none),(none)
math-01670,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01671,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01672,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01673,success,valid,valid,(none),(none),(none),(none),(none),(none)
math-01674,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01675,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01676,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01677,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01678,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01679,success,has_prime_factors_other_than_2_and_5,(none),(none),(none),(none),(none),(none),(none)
math-01680,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01681,partial,symbols,factor,(none),(none),(none),(none),(none),(none)
math-01682,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01683,success,find_smallest_n,(none),(none),(none),(none),(none),(none),(none)
math-01684,success,sqrt,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01685,fail,python_interpreter,limit_denominator,limit_denominator,(none),(none),(none),(none),(none)
math-01686,success,array,(none),(none),(none),(none),(none),(none),(none)
math-01687,fail,symbols,symbols,symbols,symbols,(none),(none),(none),(none)
math-01688,success,simplify,(none),(none),(none),(none),(none),(none),(none)
math-01689,fail,sqrt,sqrt,sqrt,(none),(none),(none),(none),(none)
math-01690,success,gcd_list,gcd_list,(none),(none),(none),(none),(none),(none)
math-01691,success,factorint,(none),(none),(none),(none),(none),(none),(none)
math-01692,partial,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01693,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01694,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01695,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01696,success,limit_denominator,(none),(none),(none),(none),(none),(none),(none)
math-01697,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01698,success,ceil,(none),(none),(none),(none),(none),(none),(none)
math-01699,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01700,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01701,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01702,success,symbols,simplify,(none),(none),(none),(none),(none),(none)
math-01703,success,sin,(none),(none),(none),(none),(none),(none),(none)
math-01704,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01705,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01706,success,array,sqrt,(none),(none),(none),(none),(none),(none)
math-01707,success,is_palindrome,(none),(none),(none),(none),(none),(none),(none)
math-01708,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01709,success,symbols,subs,(none),(none),(none),(none),(none),(none)
math-01710,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01711,fail,symbols,python_interpreter,join,(none),(none),(none),(none),(none)
math-01712,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01713,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01714,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01715,success,symbols,solve,(none),(none),(none),(none),(none),(none)
math-01716,partial,floor,(none),(none),(none),(none),(none),(none),(none)
math-01717,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01718,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01719,success,Fraction,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01720,success,ceil,(none),(none),(none),(none),(none),(none),(none)
math-01721,success,python_interpreter,python_interpreter,to_base9,(none),(none),(none),(none),(none)
math-01722,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01723,fail,symbols,sqrt,re,(none),(none),(none),(none),(none)
math-01724,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01725,success,all_digits_different,(none),(none),(none),(none),(none),(none),(none)
math-01726,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01727,success,permutations,(none),(none),(none),(none),(none),(none),(none)
math-01728,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01729,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01730,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01731,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01732,success,python_interpreter,python_interpreter,python_interpreter,(none),(none),(none),(none),(none)
math-01733,success,symbols,solve,(none),(none),(none),(none),(none),(none)
math-01734,success,mod_inverse,(none),(none),(none),(none),(none),(none),(none)
math-01735,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01736,success,add,(none),(none),(none),(none),(none),(none),(none)
math-01737,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01738,success,python_interpreter,python_interpreter,python_interpreter,(none),(none),(none),(none),(none)
math-01739,success,pow,pow,(none),(none),(none),(none),(none),(none)
math-01740,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01741,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01742,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01743,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01744,success,count_factors_of_5,(none),(none),(none),(none),(none),(none),(none)
math-01745,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01746,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01747,success,radians,(none),(none),(none),(none),(none),(none),(none)
math-01748,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01749,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01750,success,python_interpreter,limit_denominator,floor,(none),(none),(none),(none),(none)
math-01751,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01752,success,ceil,(none),(none),(none),(none),(none),(none),(none)
math-01753,fail,python_interpreter,Fraction,gcd,(none),(none),(none),(none),(none)
math-01754,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01755,success,Fraction,gcd,(none),(none),(none),(none),(none),(none)
math-01756,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01757,success,isprime,(none),(none),(none),(none),(none),(none),(none)
math-01758,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01759,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01760,success,pow,(none),(none),(none),(none),(none),(none),(none)
math-01761,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01762,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01763,success,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01764,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01765,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01766,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01767,partial,comb,(none),(none),(none),(none),(none),(none),(none)
math-01768,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01769,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01770,success,rate,(none),(none),(none),(none),(none),(none),(none)
math-01771,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01772,fail,comb,Fraction,gcd,(none),(none),(none),(none),(none)
math-01773,success,symbols,is_integer,(none),(none),(none),(none),(none),(none)
math-01774,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01775,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01776,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01777,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01778,success,reduce,gcd,(none),(none),(none),(none),(none),(none)
math-01779,partial,symbols,Matrix,(none),(none),(none),(none),(none),(none)
math-01780,success,add,(none),(none),(none),(none),(none),(none),(none)
math-01781,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01782,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01783,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01784,success,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01785,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01786,success,probability,limit_denominator,limit_denominator,(none),(none),(none),(none),(none)
math-01787,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01788,success,symbols,diff,subs,(none),(none),(none),(none),(none)
math-01789,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01790,success,cbrt,(none),(none),(none),(none),(none),(none),(none)
math-01791,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01792,success,factorint,items,(none),(none),(none),(none),(none),(none)
math-01793,success,no_carry_pairs,(none),(none),(none),(none),(none),(none),(none)
math-01794,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01795,success,factorint,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01796,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01797,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01798,fail,symbols,Eq,solve,Eq,subs,(none),(none),(none)
math-01799,fail,symbols,sqrt,(none),(none),(none),(none),(none),(none)
math-01800,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01801,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01802,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01803,success,log2,(none),(none),(none),(none),(none),(none),(none)
math-01804,success,ceil,(none),(none),(none),(none),(none),(none),(none)
math-01805,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01806,partial,array,cross,sqrt,(none),(none),(none),(none),(none)
math-01807,partial,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01808,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01809,success,combinations,(none),(none),(none),(none),(none),(none),(none)
math-01810,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01811,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01812,fail,comb,limit_denominator,gcd,(none),(none),(none),(none),(none)
math-01813,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01814,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01815,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
